,Species,Country.of.Origin,Altitude,altitude_mean_meters,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects
375,Arabica,Colombia,439,439,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,83.42,0,0,2,1
376,Arabica,Guatemala,1700,1700,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,83.42,0.1,0,0,3
377,Arabica,Colombia,442,442,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,0,0,2
378,Arabica,Costa Rica,1850,1850,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,83.42,0.09,0,0,4
379,Arabica,Taiwan,,,,7.67,7.67,7,7.08,7,7,10,10,10,10,83.42,0.11,0,0,0
380,Arabica,Uganda,1800,1800,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,83.42,0.11,0,0,1
381,Arabica,Thailand,1200,1200,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,83.42,0.13,0,0,0
382,Arabica,El Salvador,1330,1330,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,83.42,0.11,0,0,0
383,Arabica,Colombia,442 msnm,442,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,83.42,0.12,4,0,0
384,Arabica,Brazil,,,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,83.42,0.12,0,0,6
385,Arabica,"Tanzania, United Republic Of",1600,1600,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,83.42,0.13,0,0,4
386,Arabica,Colombia,1813,1813,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,83.42,0.12,0,0,1
387,Arabica,Guatemala,4000 psnm,1219.2,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,83.42,0.1,0,0,1
388,Arabica,Guatemala,1500 msnm,1500,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,83.42,0.1,0,0,2
389,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,83.42,0.11,0,0,0
390,Arabica,United States (Hawaii),,,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,83.42,0,0,0,2
391,Arabica,Colombia,1450 msnm,1450,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,83.42,0.11,0,0,2
392,Arabica,Colombia,,,,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,83.42,0.1,1,0,3
393,Arabica,United States (Hawaii),,,,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,83.42,0.01,0,0,0
394,Arabica,Thailand,,,,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,83.42,0.11,0,0,0
395,Arabica,Mexico,900-1200mtr,1050,,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,83.38,0.09,2,0,4
396,Arabica,Colombia,1650,1650,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,0,1,0
397,Arabica,Colombia,,,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,83.33,0,0,0,0
398,Arabica,Colombia,,,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.33,0,1,0,2
399,Arabica,Brazil,1227,1227,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,83.33,0.1,1,0,5
400,Arabica,Mexico,1200,1200,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,83.33,0.12,0,0,2
401,Arabica,Colombia,1650 msnm,1650,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,83.33,0.11,0,0,1
402,Arabica,"Tanzania, United Republic Of",1700,1700,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,83.33,0.12,0,0,6
403,Arabica,Mexico,1100,1100,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,83.33,0.12,0,0,0
404,Arabica,Costa Rica,1300 msnm,1300,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,83.33,0.12,0,0,3
405,Arabica,United States (Hawaii),,,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,83.33,0.11,0,0,1
406,Arabica,Costa Rica,1100-1300,1200,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,83.33,0.11,0,0,3
407,Arabica,Peru,,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,83.33,0.12,0,0,5
408,Arabica,Haiti,4200 feet,1280.16,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,83.33,0.11,0,0,4
409,Arabica,Colombia,1000 msnm,1000,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,83.33,0.11,0,0,1
410,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,83.33,0.11,0,0,3
411,Arabica,United States (Hawaii),,,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83,83.33,0.1,0,0,4
412,Arabica,Burundi,1880,1880,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,83.33,0,0,0,5
413,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,83.33,0,0,0,1
414,Arabica,United States (Hawaii),,,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,7.92,83.33,0.01,0,0,0
415,Arabica,United States (Hawaii),,,,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5,83.33,0,0,0,0
416,Arabica,Mexico,1600,1600,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,83.25,0.11,0,0,0
417,Arabica,Costa Rica,1900,1900,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0,0
418,Arabica,Costa Rica,,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,83.25,0.11,0,0,0
419,Arabica,Guatemala,2100,2100,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,83.25,0.11,0,2,7
420,Arabica,Uganda,,,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,83.25,0.12,0,0,1
421,Arabica,Brazil,,,,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,83.25,0.12,0,0,4
422,Arabica,Colombia,442 msnm,442,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,83.25,0,0,0,2
423,Arabica,Mexico,1261,1261,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,83.25,0.12,0,0,2
424,Arabica,Taiwan,1000 m,1000,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,83.25,0.1,0,0,0
425,Arabica,Taiwan,800公尺,800,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,83.25,0.1,0,0,0
426,Arabica,Colombia,1483,1483,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,83.25,0,0,0,0
427,Arabica,Guatemala,1500 msnm,1500,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,83.25,0.1,0,0,1
428,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,83.25,0.11,0,0,1
429,Arabica,Mexico,1300,1300,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,83.25,0.12,0,0,6
430,Arabica,United States (Hawaii),,,Natural / Dry,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,83.25,0.11,0,0,4
431,Arabica,Mexico,,,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.25,0.13,0,0,7
432,Arabica,Mexico,1000,1000,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,83.25,0.12,0,0,0
433,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,83.25,0.11,0,0,9
434,Arabica,Brazil,1200m,1200,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,83.25,0.11,0,0,1
435,Arabica,Colombia,175,175,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,83.25,0.12,0,0,1
436,Arabica,Colombia,de 1600 a 1950 msnm,1775,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,83.25,0.11,0,0,0
437,Arabica,Colombia,1600-1800msnm,1700,,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,83.25,0.08,0,0,0
438,Arabica,Colombia,1880 msnm,1880,,8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5,83.25,0.13,0,0,1
439,Arabica,Colombia,1800 m.s.n.m,1800,,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,83.25,0.04,0,0,1
440,Arabica,Brazil,890,890,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,83.17,0.11,0,0,4
441,Arabica,Guatemala,1901,1901,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,83.17,0.1,0,0,1
442,Arabica,"Tanzania, United Republic Of",16.8,168,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,83.17,0.12,0,0,3
443,Arabica,Peru,,,,7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5,83.17,0.11,0,1,0
444,Arabica,Vietnam,1550,1550,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,83.17,0.07,0,0,0
445,Arabica,Guatemala,1500,1500,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,83.17,0.11,2,2,3
446,Arabica,Honduras,1450,1450,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,1,1
447,Arabica,China,1200,1200,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,83.17,0.11,0,0,0
448,Arabica,China,1600,1600,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,83.17,0.1,0,0,3
449,Arabica,El Salvador,1350,1350,Washed / Wet,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,83.17,0,0,0,0
450,Arabica,Guatemala,1500msnm,1500,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,83.17,0.11,0,0,1
451,Arabica,Guatemala,1400-1900 psn,1650,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,83.17,0.12,0,0,3
452,Arabica,Kenya,approx.1'500 metres a.s.l.,250.5,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,0,0,1
453,Arabica,Thailand,800++,800,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,83.17,0.12,0,0,0
454,Arabica,"Tanzania, United Republic Of",1653,1653,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,83.17,0.13,0,0,6
455,Arabica,Colombia,de 1600 a 1950 msnm,1775,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,83.17,0,0,0,4
456,Arabica,Uganda,1800,1800,Washed / Wet,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,83.17,0.1,0,0,0
457,Arabica,Colombia,,,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,83.17,0.11,10,0,3
458,Arabica,Honduras,1450 msnn,1450,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,83.17,0.1,0,0,5
459,Arabica,Honduras,1350,1350,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0,3
460,Arabica,Guatemala,5000 pies,1524,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,83.17,0.09,0,0,1
461,Arabica,United States (Hawaii),,,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,83.17,0.11,0,0,0
462,Arabica,"Tanzania, United Republic Of",1800,1800,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,83.17,0.12,0,0,1
463,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0,2
464,Arabica,Mexico,1500,1500,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,83.17,0.11,0,0,2
465,Arabica,Mexico,532,532,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,83.17,0.12,3,0,8
466,Arabica,Mexico,1089,1089,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,83.17,0.14,0,0,10
467,Arabica,Colombia,de 1.600 a 1.950 msnm,1775,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,83.17,0.11,1,0,2
468,Arabica,Mexico,700,700,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,83.17,0.13,0,0,5
469,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,83.17,0.11,0,0,0
470,Arabica,Mexico,1380,1380,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,83.17,0.11,0,0,5
471,Arabica,Brazil,1000m,1000,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,83.17,0.12,0,0,1
472,Arabica,Brazil,950m,950,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,83.17,0.11,0,0,4
473,Arabica,Guatemala,4600 ft.,1402.08,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,83.17,0,0,0,10
474,Arabica,Brazil,1000m,1000,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,83.17,0.12,0,0,3
475,Arabica,Brazil,900m,900,,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,83.17,0.02,0,0,2
476,Arabica,El Salvador,1200 mts,1200,,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58,83.17,0.14,0,0,3
477,Arabica,Ethiopia,1850 m,1850,,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17,0.01,0,0,0
478,Arabica,Colombia,1799,1799,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,83.08,0,0,1,4
479,Arabica,Colombia,,,Washed / Wet,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,83.08,0,1,2,5
480,Arabica,Brazil,905,905,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83.08,0.11,0,2,2
481,Arabica,Brazil,1,1,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,83.08,0,0,0,3
482,Arabica,Taiwan,700-800m,750,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,83.08,0,0,0,0
483,Arabica,Brazil,,,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83.08,0.11,0,0,13
484,Arabica,Brazil,1200,1200,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,83.08,0,0,0,1
485,Arabica,Costa Rica,1200-1400,1300,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,83.08,0.1,0,0,3
486,Arabica,United States (Hawaii),,,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,83.08,0.12,0,0,8
487,Arabica,Taiwan,1300 m,1300,Other,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,83.08,0.11,0,0,0
488,Arabica,United States (Hawaii),,,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,83.08,0.1,0,0,0
489,Arabica,Mexico,1400,1400,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,83.08,0.1,0,0,1
490,Arabica,United States (Hawaii),,,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,83.08,0,1,0,4
491,Arabica,United States (Hawaii),,,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,83.08,0.12,0,0,0
492,Arabica,Colombia,de 1.600 a 1.950 msn,1775,,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17,83.08,0.01,0,0,0
493,Arabica,Colombia,1880 msnm,1880,,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,83.08,0.08,1,0,3
494,Arabica,Indonesia,1300-1400m,1350,,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,83.08,0,0,0,0
495,Arabica,Guatemala,,,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,83.08,0.02,0,0,1
496,Arabica,Brazil,890,890,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,83,0,0,0,4
497,Arabica,Brazil,894,894,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,83,0.11,0,3,5
498,Arabica,Brazil,872,872,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83,0.11,0,2,3
499,Arabica,Uganda,1473,1473,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,83,0.12,0,0,6
500,Arabica,Uganda,1645,1645,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,83,0.12,0,5,8
501,Arabica,Colombia,442,442,,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,83,0.11,0,0,4
502,Arabica,Vietnam,1550,1550,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,83,0,0,0,0
503,Arabica,Guatemala,1300 a 1800 metros sobre el nivel del mar,1550,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,83,0.11,0,0,3
504,Arabica,Guatemala,4500 pies,1371.6,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83,0.11,0,0,2
505,Arabica,Guatemala,1500msnm,1500,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,83,0.11,0,0,2
506,Arabica,Brazil,900-1100,1000,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,83,0,0,0,0
507,Arabica,Taiwan,1200,1200,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,83,0.08,0,0,0
508,Arabica,Uganda,1800,1800,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,83,0.12,0,0,0
509,Arabica,United States (Puerto Rico),2800 ft,853.44,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,83,0,0,0,0
510,Arabica,Guatemala,1500 msnm,1500,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,83,0.1,1,0,0
511,Arabica,Costa Rica,1100-1300,1200,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,83,0.11,0,0,3
512,Arabica,Brazil,1250,1250,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,83,0.12,0,0,4
513,Arabica,Colombia,1600 - 1950 msnm,1775,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,83,0.11,1,0,1
514,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,83,0,0,0,0
515,Arabica,Colombia,1000 msnm,1000,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,83,0.11,0,0,1
516,Arabica,Colombia,1000 msnm,1000,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,83,0,0,0,2
517,Arabica,Colombia,de 1600 a 1950 msnm,1775,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,83,0.11,1,0,2
518,Arabica,Mexico,750,750,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,83,0.11,0,0,20
519,Arabica,Mexico,1200,1200,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,83,0.11,0,0,7
520,Arabica,Mexico,1200,1200,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,83,0.11,5,0,8
521,Arabica,Colombia,,,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,83,0,1,0,4
522,Arabica,Colombia,1500-1750 msnm,1625,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,83,0,0,0,4
523,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,83,0.11,0,0,0
524,Arabica,Guatemala,4500,1371.6,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,83,0.1,0,0,2
525,Arabica,Colombia,1600 - 1950 msnm,1775,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,83,0.12,0,0,0
526,Arabica,Thailand,,,,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83,0.28,0,0,0
527,Arabica,Colombia,1050 - 1850 msnm,1450,,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,83,0.08,0,0,1
528,Arabica,United States (Hawaii),,,,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,83,0,0,0,0
529,Arabica,United States (Hawaii),,,,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,7.67,83,0,0,0,1
530,Arabica,Colombia,1800 msnm,1800,,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,83,0.06,0,0,2
531,Arabica,Nicaragua,,,,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,83,0.07,0,0,0
532,Arabica,Thailand,,,,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,83,0,0,0,0
533,Arabica,Brazil,890,890,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,82.92,0,0,0,0
534,Arabica,El Salvador,1350,1350,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,82.92,0,0,0,1
535,Arabica,Colombia,1500,1500,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,82.92,0.11,0,0,1
536,Arabica,Taiwan,350,350,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,82.92,0.09,31,0,0
537,Arabica,Ethiopia,2000,2000,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,82.92,0,1,0,20
538,Arabica,Taiwan,775,775,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,82.92,0,0,0,9
539,Arabica,Philippines,1200 masl,1200,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,82.92,0.11,0,0,1
540,Arabica,Philippines,1600 + meters above sea level,1600,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,82.92,0,0,0,0
541,Arabica,Mexico,1059,1059,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,82.92,0.13,0,0,3
542,Arabica,Mexico,1300 meters,1300,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,82.92,0.12,2,0,8
544,Arabica,Uganda,1400-1900,1650,Washed / Wet,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,82.92,0.12,0,0,0
545,Arabica,Uganda,1400,1400,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,82.92,0.12,0,0,4
546,Arabica,Guatemala,1500 msnm,1500,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,82.92,0.1,0,0,1
547,Arabica,Guatemala,1500 msnm,1500,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,82.92,0.1,0,0,2
548,Arabica,Guatemala,,,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,82.92,0.1,0,0,4
549,Arabica,Colombia,1800 - 2000,1900,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,82.92,0.11,0,0,2
550,Arabica,Colombia,1750 msnm,1750,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,82.92,0,0,0,0
551,Arabica,Guatemala,5440-5760 metros,1706.88,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,82.92,0.11,0,0,2
552,Arabica,Colombia,1450,1450,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,82.92,0.11,3,0,5
553,Arabica,Mexico,1248,1248,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,82.92,0.1,0,0,4
554,Arabica,Vietnam,1040m,1040,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67,82.92,0,0,0,17
555,Arabica,Mexico,1400 m,1400,Washed / Wet,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,82.92,0.14,1,0,4
556,Arabica,United States (Hawaii),,,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,82.92,0.1,0,0,0
557,Arabica,Colombia,1050 - 1850 msnm,1450,,7.5,7.75,7.33,7.75,7.08,7.83,10,10,10,7.67,82.92,0.15,0,0,0
558,Arabica,Thailand,,,,7.42,7.58,7.5,7.17,7.5,8,10,10,10,7.75,82.92,0,0,0,0
559,Arabica,Kenya,1754,1754,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,82.83,0.1,0,0,3
560,Arabica,Guatemala,1700,1700,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,82.83,0.11,1,1,2
561,Arabica,Brazil,905,905,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,82.83,0.11,0,2,2
